artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,time_signature
Backstreet Boys,Breathe - Live in Japan,15,0.575,0.544,7,-7.564,1,0.0268,0.000101,0.00589,0.839,0.184,105.985,0.003908266667,4
Club Intl,Never Be The Same (Andrew VanWyngarden Mix),27,0.566,0.872,,-4.88,1,0.0278,0.00509,0.000443,0.359,0.704,107.982,346.373,4
Chris Smither,Outside In,38,0.413,0.298,9,-12.671,1,0.0356,0.928,0.0203,0.109,0.441,78.229,251.96,4
Squeeze,Cool For Cats,54,0.792,0.747,,-15.366,1,0.149,0.202,0.00429,0.221,0.968,144.15,219.827,4
Rebelution,Old School Feeling,56,0.975,0.624,11,-6.891,0,0.0512,0.0373,0.00254,0.0831,0.965,125.049,236.625,4
R. D. Burman,"Title Music (Sholay) - From “Sholay Songs And Dialogues, Vol. 1” Soundtrack",29,0.51,0.556,7,-13.657,0,0.0395,0.477,0.0705,0.205,0.744,97.546,0.002766883333,4
Los Caparos,◊î◊©◊ï◊ì◊ì◊ô◊ù,,0.803,0.717,7,-5.943,1,0.053,0.0464,0.00000185,0.34,0.773,125.075,203.432,4
Teo Laza,Heartstrings,37,0.683,0.631,10,-7.424,1,0.0601,0.335,0.0000765,0.164,0.193,74.977,193.6,4
Benny Sings,Sunny Afternoon,51,0.833,0.45,1,-9.788,1,0.0829,0.0887,0.00113,0.0873,0.432,101.775,171.867,4
DK-Zero,Switch Me On,37,0.594,0.925,8,-3.373,1,0.0593,0.00086,0.00259,0.312,0.831,137.1,203.248,4
Jay Loud,Need It Back,47,0.809,0.461,4,-8.542,0,0.0592,0.224,,0.111,0.399,106.006,242.48,5
Ouzo Bazooka,Space Camel,38,0.483,0.931,,-5.787,1,0.0319,0.00181,0.0427,0.236,0.887,91.575,397.813,4
Linkin Park,Papercut,72,0.524,0.939,9,-3.994,1,0.113,0.00022,,0.623,0.661,150.184,184.867,4
Lianne La Havas,Please Don't Make Me Cry - Jordan Rakei Remix,50,0.582,0.539,3,-6.841,0,0.0574,0.174,0.000411,0.247,0.453,148.033,262.727,4
Black Sheep,The Choice Is Yours (Revisited),58,0.867,0.679,10,-12.028,0,0.207,0.0336,0.00000159,0.0742,0.68,101.293,243.2,4
Wolfmother,Dimension,42,0.475,0.793,11,-4.161,0,0.0436,0.0112,0.0155,0.384,0.575,142.391,265.507,4
Viktor Kvist,Love Theme from Cinema Paradiso,46,0.778,0.0995,10,-15.331,1,0.0523,0.978,0.853,0.116,0.314,101.86,0.002925466667,4
Jane's Addiction,Mountain Song,59,0.324,0.931,9,-6.803,1,0.0837,0.0155,0.0252,0.277,0.313,82.748,242.72,4
Fleet Foxes,Can I Believe You,66,0.514,0.755,11,-8.455,1,0.03,0.354,0.0664,0.144,0.599,77.415,244.187,4
Kylesimps,S.I.M.P,66,0.631,0.714,5,-10.218,0,0.186,0.613,,0.185,0.601,160.509,131.944,4
Heather Sommer,We Used To,50,0.713,0.199,1,-12.006,0,0.0418,0.696,,0.103,0.704,97.823,158.314,4
Holding Absence,Afterlife - Single Edit,53,0.48,0.96,5,-2.447,0,0.056,0.000892,,0.373,0.447,134.028,226.309,4
Anberlin,The Feel Good Drag,62,0.342,0.677,5,-11.906,0,0.0568,0.0013,0.00671,0.201,0.501,188.6,207.36,4
Noname,Rainforest,62,0.531,0.546,6,-10.936,0,0.372,0.26,0.00949,0.379,0.7,92.06,162.437,4
Gwendolyn Brooks,Old Laughter,9,0.721,0.0417,11,-28.807,1,0.243,0.744,,0.0839,0.394,109.074,42.6,5
Bickle,Heartbreak Sedative,42,0.765,0.883,1,-7.626,1,0.132,0.0034,,0.372,0.881,161.031,196.466,4
Supertramp,Take The Long Way Home - 2010 Remastered,65,0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,308.853,4
Aviv Geffen,◊û◊ó◊®,37,0.594,0.693,4,-7.242,1,0.0303,0.00099,,0.0796,0.408,122.003,229.507,4
Jackie Lynn,Shugar Water,13,0.763,0.648,9,-8.581,1,0.034,0.375,0.263,0.195,0.917,131.77,266.991,4
RAC,Feel You,46,0.481,0.553,,-6.639,1,0.0314,0.718,0.0322,0.168,0.298,135.025,278.467,4
Shir Levi,◊ó◊ì◊® ◊ï◊ó◊¶◊ô,37,0.461,0.305,6,-10.418,1,0.0593,0.814,,0.104,0.294,87.383,204.035,4
Post Animal,Gelatin Mode,39,0.274,0.719,8,-6.072,1,0.053,0.121,,0.116,0.494,153.714,347.973,4
Blossoms,Your Girlfriend,59,0.67,0.87,2,-4.825,1,0.0356,0.0394,0.00000301,0.101,0.902,120.011,161.293,4
While She Sleeps,NERVOUS,58,0.508,0.936,,-4.743,1,0.12,0.01,,0.0964,0.122,123.967,246.464,4
Kasabian,Ill Ray (The King),55,0.554,0.849,5,-4.692,0,0.0548,0.00618,,0.305,0.511,135.999,219.8,4
The Beta Band,Inner Meet Me,37,0.518,0.729,2,-11.856,1,0.174,0.469,0.803,0.302,0.369,90.661,380.027,4
Doja Cat,Kiss Me More (feat. SZA),98,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208.867,4
Mads Langer,Me Without You - Acoustic,44,0.592,0.3,11,-14.136,1,0.0311,0.793,,0.118,0.428,118.046,191.304,4
Kari Faux,No Small Talk,42,0.874,0.594,1,-7.561,1,0.21,0.000498,,0.161,0.583,140.101,181.68,4
Rosie Carney,High And Dry,58,0.474,0.145,4,-14.402,1,0.0348,0.911,0.000991,0.126,0.157,106.597,0.00386666667,5
Dope Stars Inc.,Many Thanks,41,0.542,0.994,11,-4.029,0,0.0523,0.0000665,0.0000674,0.322,0.687,118.011,238.59,4
AC/DC,You Shook Me All Night Long,79,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,0.00350288333,4
Tim Atlas,Dive,39,0.773,0.612,11,-5.494,1,0.0367,0.0699,0.0109,0.222,0.961,102.989,238.341,4
Loretta Lynn,Out Of My Head And Back In My Bed - Single Version,33,0.625,0.69,2,-10.424,1,0.0322,0.284,0.0167,0.727,0.915,132.446,0.002682,4
Yehudit Ravitz & Avi Balelli,◊û◊ó◊ë◊ï◊ê◊ô◊ù,11,0.667,0.562,9,-9.996,1,0.0385,0.293,0.0438,0.107,0.218,134.88,323.84,4
Astron,Mountain Air,33,0.158,0.183,7,-17.262,1,0.0387,0.949,0.952,0.108,0.125,106.712,0.0035514,4
Ronnie Wood,Worry No More,20,0.434,0.771,,-10.047,1,0.0686,0.142,,0.347,0.733,115.364,153.6,4
Royal Blood,Out of the Black,62,0.52,0.981,2,-2.75,1,0.0906,0.000867,0.00177,0.197,0.633,158.937,240.572,4
Ratboys,Go Outside,42,0.578,0.633,7,-7.552,1,0.0355,0.0869,0.00327,0.113,0.928,141.971,169.067,3
Eagles,Take It Easy - 2013 Remaster,77,0.575,0.67,7,-10.39,1,0.0318,0.343,0.00000495,0.129,0.74,139.191,211.578,4
Van Morrison,Listen to the Lion,43,0.424,0.29,4,-15.806,1,0.0329,0.611,0.0278,0.0909,0.442,147.599,671.133,4
Elley Duh√©,Kids Of The Night,53,0.684,0.729,1,-3.8,1,0.0407,0.0231,0.000628,0.124,0.49,159.975,185.787,4
Broken Bells,After the Disco,53,0.729,0.74,9,-5.444,1,0.0258,0.00226,0.0305,0.13,0.966,115.984,219.293,4
The Wrecks,I Want My Life Back Now,43,0.523,0.918,5,-5.535,1,0.0879,0.0037,,0.161,0.245,109.987,188.707,4
Bear Grillz,Taking Over (feat. Sam Nelson),43,0.728,0.888,10,-2.119,0,0.218,0.00828,0.0000144,0.473,0.728,74.982,181.083,4
Radiohead,Creep,82,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238.64,4
3xbravo,I Luv Dat,39,0.476,0.683,2,-5.318,0,0.386,0.605,,0.0992,0.465,81.279,153.469,4
LCD Soundsystem,Drunk Girls - Holy Ghost! Remix,1,0.562,0.961,4,-7.338,1,0.0617,0.00486,0.796,0.149,0.96,125.036,450.547,4
Bells Of Every Chapel [Feat. Billy Strings],"Sierra Ferrell, Billy Strings",44,0.395,0.477,,-8.446,1,0.0323,0.559,0.000144,0.215,0.541,173.761,0.004257333333,3
Static & Ben El,◊ô◊ê◊°◊ï,39,0.539,0.786,11,-5.158,0,0.141,0.148,0.00000185,0.4,0.511,94.941,224.629,4
Just Geo,Dagger Jacker,10,0.801,0.564,11,-7.734,0,0.165,0.00285,0.566,0.308,0.593,140.023,178.704,4
Reigning Sound,Get It!,10,0.0922,0.937,11,-1.867,0,0.0809,0.0000629,0.338,0.128,0.318,176.112,123.013,4
Zack De La Rocha,digging for windows,39,0.73,0.781,1,-5.822,1,0.0502,0.104,0.000108,0.111,0.31,118.948,211.253,4
Tuna,◊¢◊ï◊ú◊ù ◊û◊©◊ï◊í◊¢,49,0.569,0.633,1,-8.26,1,0.0965,0.363,0.00155,0.123,0.568,149.904,355.484,4
The Animals,House Of The Rising Sun,74,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269.907,3
Young Nudy,Child's Play (feat. 21 Savage),58,0.857,0.454,11,-10.002,0,0.269,0.155,0.000559,0.108,0.337,145.022,185.586,4
Evil,Broken Wing,28,0.234,0.567,6,-9.037,1,0.0345,0.216,0.52,0.0941,0.341,209.657,275.115,3
Five Finger Death Punch,Wrong Side Of Heaven - Acoustic,48,0.412,0.608,11,-8.138,0,0.0308,0.219,,0.126,0.429,149.786,269.787,4
Ido B & Zooki,◊ô◊ê◊ú◊ú◊î ◊ú◊¢◊ë◊ï◊ì◊î,24,0.791,0.826,,-4.669,1,0.186,0.154,0.000207,0.118,0.759,125.004,170.88,4
Orgy,Opticon,40,0.587,0.869,10,-2.943,0,0.0538,0.0002,0.0000211,0.496,0.502,99.906,175.867,4
W. B. Wooten,Pain Shifter,43,0.703,0.448,4,-11.739,0,0.0358,0.264,0.684,0.119,0.604,139.12,224,4
Led Zeppelin,Immigrant Song - Remaster,77,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,0.0024375,4
Bad/Love,Come Clean,41,0.457,0.759,4,-9.06,1,0.0613,0.000736,0.0000422,0.0848,0.309,138.017,235.761,4
Chuck Johnson,Constellation,20,0.123,0.113,,-20.897,1,0.0359,0.936,0.913,0.0733,0.0324,73.204,408.603,4
Tal Hefter,◊ñ◊ß◊†◊î ◊ô◊ó◊§◊î ◊ë◊®◊ó◊ï◊ë,21,0.623,0.709,8,-6.294,0,0.0308,0.433,,0.207,0.8,108.019,198.729,4
Vi,Sleep Through,32,0.562,0.433,6,-8.461,0,0.0281,0.593,0.000012,0.0967,0.216,99.944,251.704,4
Birdtalker,My Lover,54,0.328,0.185,,-12.1,1,0.0365,0.83,0.000073,0.117,0.0923,71.454,0.00449326667,4
Eyez,Country Bars,34,0.602,0.619,11,-8.815,0,0.411,0.327,,0.0838,0.497,90.16,165.429,5
Leon Bridges,Beyond,74,0.581,0.687,6,-5.4,1,0.105,0.229,,0.109,0.187,76.014,240.6,4
Curtis Mayfield,Superfly,58,0.779,0.776,2,-7.393,1,0.138,0.552,0.000108,0.0998,0.761,119.899,240.16,4
Swales,The Night,33,0.794,0.705,4,-8.05,0,0.0499,0.00495,0.901,0.201,0.702,126.004,190.476,4
Broken Bells,The High Road,65,0.61,0.638,,-6.574,1,0.0238,0.0672,0.00000659,0.283,0.603,79.955,232.2,4
Lacuna Coil,Swamped,46,0.464,0.848,9,-4.069,1,0.0405,0.000371,0.0422,0.107,0.298,142.105,240.4,4
Sheryl Crow,A Change Would Do You Good,41,0.73,0.764,10,-6.525,1,0.0473,0.0764,0.000278,0.138,0.778,127.242,230.067,4
Andrew Baena,Bulls on Parade,32,0.465,0.965,4,-4.564,1,0.208,0.00174,0.0000224,0.198,0.339,170.939,221.053,4
Albert King,Born Under A Bad Sign,59,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,169.998,4
VENUES,Uncaged Birds,34,0.466,0.919,6,-4.352,0,0.0645,0.000302,,0.303,0.6,128.018,207.983,4
The Stone Roses,Love Spreads,60,0.435,0.88,2,-8.451,1,0.0448,0.00265,0.0014,0.436,0.593,91.116,347.093,4
Android52,Cygnus,34,0.692,0.893,6,-5.059,0,0.0994,0.000354,0.334,0.323,0.0743,127.992,345.054,4
Carly Pearce,Closer To You,60,0.663,0.686,4,-4.549,0,0.0304,0.124,,0.112,0.444,111.971,0.003122216667,4
Blanco,The Great Escape (feat. Central Cee),68,0.854,0.671,8,-6.072,0,0.148,0.256,,0.103,0.877,142.073,192.676,4
CMC 3,Dear Old Stockholm,45,0.541,0.253,,-16.189,1,0.0313,0.942,0.907,0.109,0.381,131.12,0.004260383333,4
Donovan Woods,Another Way,53,0.584,0.587,5,-12.254,1,0.0311,0.057,0.0215,0.118,0.581,94.481,251.324,4
Switchfoot,Learning To Breathe,46,0.524,0.912,7,-3.755,1,0.0315,0.000374,0.0424,0.302,0.499,155.921,275.467,4
Kid Bailey,Mississippi Bottom Blues,24,0.62,0.192,,-16.345,1,0.0453,0.987,0.14,0.11,0.779,168.459,169.744,4
Warren Smith,Rock & Roll Ruby,29,0.743,0.869,2,-7.193,1,0.0496,0.743,0.0000113,0.116,0.921,148.913,175.864,4
Tabla Beat Science,Magnetic,40,0.589,0.811,2,-9.614,1,0.0593,0.247,0.844,0.102,0.481,80.623,463,4
4d.,In Vertigo,14,0.585,0.662,10,-10.698,0,0.31,0.238,0.00056,0.144,0.48,100.817,79.684,5
Casper The Ghost,Know You Too Well,,0.644,0.652,4,-8.265,1,0.0355,0.0945,,0.603,0.64,135.037,210.16,4
Fredwave,Shovel,35,0.408,0.541,7,-13.461,0,0.12,0.544,0.00444,0.17,0.38,104.102,210,4
Nytt Land,Pusel Ov Aki's Song,37,0.126,0.146,4,-17.177,0,0.0351,0.935,0.361,0.0957,0.0395,90.206,349.124,1
Stephen Malkmus,Xian Man,28,0.628,0.722,6,-4.396,1,0.0269,0.0357,0.249,0.307,0.721,118.808,246.907,4
Brit Koch,die Langustine,49,0.616,0.0761,,-17.771,1,0.0637,0.99,0.922,0.112,0.197,96.592,0.0036227,4
Days Of The New,The Down Town,46,0.575,0.857,8,-8.407,0,0.03,0.0342,0.0000397,0.127,0.552,135.461,255.4,4
EST Gee,Lick Back,64,0.841,0.56,,-5.679,1,0.276,0.053,,0.114,0.659,160.878,93.708,4
The Glorious Sons,Daylight,32,0.475,0.858,1,-2.689,0,0.0579,0.000389,0.617,0.132,0.411,112.863,160.237,4
Faith Hill,Breathe,66,0.529,0.496,7,-9.007,1,0.029,0.173,,0.251,0.278,136.859,0.004175783333,4
Another Day,Ordinary Elephant,29,0.689,0.138,9,-12.141,1,0.034,0.928,0.000323,0.1,0.245,126.039,0.00492555,4
Madelline,i don't wanna be ur fucking friend,47,0.777,0.451,9,-8.98,1,0.225,0.00779,0.00731,0.344,0.484,96.877,133.376,4
Mukesh,Suhana Safar Aur Yeh Mausam,31,0.492,0.308,7,-13.842,0,0.151,0.64,0.012,0.139,0.616,150.627,0.003825116667,3
Pooh Shiesty,Box of Churches (feat. 21 Savage),,0.797,0.605,2,-7.9,0,0.377,0.144,,0.35,0.518,139.963,185.402,4
Kingdom Of Giants,Wayfinder,52,0.38,0.98,11,-4.926,0,0.123,0.0000734,0.231,0.0812,0.513,173.018,268.439,4
The Glorious Sons,S.O.S. (Sawed Off Shotgun),52,0.568,0.961,9,-2.182,1,0.065,0.00428,,0.138,0.924,148.126,195.173,4
dutchavelli,Black,48,0.643,0.626,1,-9.189,1,0.452,0.0993,,0.355,0.719,97.867,163.75,5
David Allred,For Catherine E. Coulson - Solo Piano,18,0.381,0.0694,8,-20.361,1,0.0392,0.988,0.94,0.0838,0.0734,58.989,210.373,4
Young Rising Sons,Last Week On A Friday,43,0.553,0.905,10,-3.912,1,0.0577,0.000852,0.183,0.299,0.689,144.993,200.887,4
ONR,Kill TV (feat. Nile Rodgers),34,0.617,0.946,4,-4.257,1,0.0636,0.000507,0.00942,0.304,0.214,124.003,191.361,4
Ina Forsman,Now You Want Me Back,34,0.396,0.463,9,-5.554,1,0.0282,0.374,,0.339,0.442,167.32,249.76,3
Spacemen 3,Transparent Radiation - Single Version,34,0.162,0.389,,-9.225,1,0.0367,0.125,0.862,0.343,0.262,130.514,252.401,4
Sweet,Fox on the Run,61,0.481,0.747,4,-6.937,1,0.0364,0.00698,,0.0646,0.732,127.597,200.8,4
HARD FEELINGS,Holding On Too Long - Edit,49,0.753,0.64,1,-10.244,1,0.131,0.0394,0.557,0.103,0.632,127.052,196.96,4
Bloc Party,Banquet,64,0.575,0.936,10,-4.913,0,0.0512,0.000128,0.0146,0.0828,0.879,150.234,201.36,4
Kaiser Chiefs,I Predict A Riot,53,0.392,0.979,8,-3.942,1,0.0762,0.0163,,0.106,0.357,158.882,234.773,4
Tuna,◊î◊ò◊ï◊ë ◊î◊®◊¢ ◊ï◊ê◊ó◊ï◊™◊ö,44,0.657,0.822,4,-6.071,0,0.0785,0.108,,0.34,0.597,82.011,204.351,4
Rome in Silver,Colorblind,42,0.486,0.831,1,-3.637,1,0.224,0.166,0.00122,0.847,0.406,93.977,155.455,3
The Clash,Straight to Hell - Remastered,57,0.802,0.596,7,-11.663,1,0.06,0.0465,0.0000117,0.0695,0.702,90.275,330.507,4
Gorillaz,Feel Good Inc.,82,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222.64,4
Stevie Wonder,Love's In Need Of Love Today,54,0.638,0.353,5,-14.28,0,0.0285,0.694,0.0000015,0.138,0.428,98.697,425.827,4
Joe Satriani,Surfing with the Alien,57,0.392,0.936,5,-6.532,1,0.0849,0.000221,0.839,0.407,0.564,167.333,266.387,4
slowthai,VEX,54,0.625,0.805,7,-7.213,1,0.244,0.00649,0.34,0.656,0.647,140.023,138.613,4
Lukach,◊ë◊ï◊ú◊ë◊ï◊ú ◊û◊û◊ï◊¶◊¢,20,0.726,0.627,9,-6.546,1,0.203,0.0245,0.00000125,0.135,0.172,83.998,238.542,4
Oceans,Voices,40,0.462,0.883,7,-6.832,1,0.0672,0.0000528,0.0014,0.245,0.318,119.949,249.75,4
Pete Rock & C.L. Smooth,They Reminisce Over You (T.R.O.Y.),61,0.761,0.683,2,-10.889,1,0.164,0.141,,0.342,0.671,101.787,286.693,4
Caspian,Wildblood,37,0.347,0.737,6,-6.135,0,0.0379,0.000969,0.767,0.112,0.0581,104.264,413.401,4
Cooper Bloom,Drinkin Alone,31,0.633,0.891,6,-4.528,0,0.059,0.014,0.000027,0.224,0.911,108.03,153.481,4
The Collective,I´m Getting Sentimental Over You,52,0.422,0.101,,-17.722,1,0.0452,0.985,0.872,0.156,0.183,112.219,0.00270955,4
Low Island,I Do It For You,33,0.664,0.496,5,-9.51,1,0.0274,0.0551,0.0000123,0.25,0.61,82.988,213.634,4
MIKE,Crystal Ball,47,0.445,0.853,,-4.09,1,0.28,0.453,,0.286,0.718,80.822,118.519,4
The Damned,New Rose,49,0.19,0.964,1,-7.711,0,0.101,0.00549,0.0000393,0.33,0.295,173.578,162.24,4
Merle Haggard,That's the Way Love Goes,51,0.81,0.268,3,-16.733,1,0.0291,0.549,0.00886,0.0943,0.625,99.686,0.003023783333,4
Savatage,When the Crowds Are Gone,41,0.358,0.471,10,-11.565,1,0.0397,0.391,0.000576,0.0733,0.309,127.916,346.333,4
Of Monsters and Men,Circles,53,0.631,0.548,,-7.289,1,0.0303,0.199,,0.0796,0.133,115.023,0.00371955,4
Cody Frost,verbal warnings,43,0.398,0.718,3,-5.878,0,0.0472,0.0754,,0.114,0.293,120.05,183.08,4
Circa Waves,There She Goes,39,0.554,0.695,7,-6.403,1,0.0281,0.00776,0.00221,0.339,0.427,122.063,163.424,4
Tagua Tagua,2016,32,0.642,0.627,9,-8.427,0,0.0292,0.0197,0.0245,0.197,0.405,124.006,224.632,4
Satin Jackets,Secret Lover,50,0.665,0.817,11,-7.263,0,0.0453,0.0499,0.000349,0.164,0.528,117.947,168.396,4
Blood Cultures,Set it on Fire,46,0.586,0.851,2,-4.287,1,0.0302,0.00078,0.000608,0.106,0.435,112.062,213.053,4
Jess Locke,Universe,28,0.653,0.543,11,-7.154,0,0.026,0.0852,0.00000537,0.295,0.419,97.029,219.753,4
The Black Keys,Sinister Kid,52,0.744,0.871,9,-5.411,1,0.0968,0.0985,0.113,0.271,0.874,139.661,224.382,4
Nothing But Thieves,Amsterdam,65,0.511,0.934,3,-4.561,1,0.242,0.00403,0.0000348,0.242,0.668,168.062,272.24,4
Madison Beer,Reckless,85,0.386,0.426,3,-6.642,1,0.0363,0.807,,0.14,0.261,180.104,0.00338975,3
PinkPantheress,Pain,82,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,0.0016424,4
Alambre Gonzalez,Preocupado y Aburrido,20,0.462,0.568,9,-7.341,1,0.0445,0.419,0.000325,0.12,0.454,183.556,237.173,3
Faces,Ooh La La - 2015 Remaster,60,0.603,0.494,2,-10.27,1,0.0301,0.428,0.000171,0.0894,0.729,147.814,214.96,4
Cream,Sunshine Of Your Love,68,0.684,0.481,2,-12.59,1,0.0384,0.475,0.0000657,0.118,0.784,115.078,250,4
Arctic Monkeys,I Bet You Look Good On The Dancefloor,72,0.535,0.948,6,-4.19,0,0.0356,0.00225,,0.376,0.778,103.183,173.68,4
Sonavision Deluxe,Icaru,36,0.537,0.867,6,-5.05,0,0.0411,0.00177,0.83,0.305,0.597,88.993,175.281,4
Brendan Benson,Sittin' Pretty,33,0.576,0.893,,-7.716,1,0.0362,0.00109,0.00000308,0.299,0.458,109.662,173.627,4
Sex Pistols,Anarchy In The UK,61,0.359,0.949,,-7.649,1,0.101,0.0556,0.000396,0.236,0.212,134.118,212.48,4
Zdot,Gully,14,0.83,0.444,8,-12.504,0,0.0618,0.0262,0.8,0.0924,0.525,140.014,168.072,4
ShrekDiMC,◊ó◊û◊°◊î ◊ó◊û◊°◊î,10,0.74,0.677,8,-5.176,0,0.0493,0.327,,0.201,0.809,100.041,202.8,4
Marco Luka,big talk,55,0.901,0.379,5,-8.861,0,0.229,0.324,,0.158,0.627,126.974,122.213,4
KUƒåKA,No Good For Me,38,0.779,0.546,6,-9.41,0,0.0508,0.00342,0.757,0.0824,0.744,125.016,215.117,4
Tom Petty,Wildflowers,68,0.537,0.315,5,-13.79,1,0.0271,0.588,0.0000229,0.206,0.575,86.813,0.003172,4
Beck,Mixed Bizness,44,0.77,0.91,,-3.332,1,0.0381,0.00914,0.0787,0.27,0.881,135.049,226.8,4
Romy,Lifetime - Jayda G Baleen Mix,39,0.761,0.68,10,-8.568,0,0.0409,0.132,0.301,0.137,0.616,126.994,194.755,4
Hollywood Undead,California Dreaming,57,0.503,0.967,7,-2.492,1,0.176,0.0000316,,0.299,0.254,95.006,234.775,4
Fantastic Negrito,Working Poor,39,0.765,0.636,4,-8.158,0,0.0479,0.0563,0.000337,0.118,0.518,83.524,240.726,4
Folly Group,Four Wheel Drive,30,0.599,0.852,9,-6.024,1,0.105,0.00139,0.00416,0.187,0.73,120.067,222.84,4
Los Suculentos,Por Mi Algun Dia Vendras,43,0.584,0.216,7,-16.334,1,0.133,0.987,0.935,0.122,0.107,78.402,0.003052333333,4
American Authors,Believer,54,0.583,0.968,1,-2.909,1,0.0368,0.00141,0.0115,0.13,0.91,119.999,183.893,4
Katatonia,My Twin,50,0.419,0.83,5,-6.707,0,0.0313,0.00249,0.00721,0.286,0.386,95.001,221.067,4
Jesuslesfilles,Doux doux,24,0.372,0.939,7,-8.474,1,0.0618,0.0198,0.0142,0.139,0.331,178.282,204.413,4
Nas,Made You Look,54,0.658,0.936,5,-5.105,0,0.3,0.172,,0.321,0.711,95.439,203,4
Yuval Dayan,◊ë◊ï◊ë◊î ◊ñ◊î◊ë◊î,29,0.614,0.706,5,-5.474,1,0.0254,0.0606,0.00000305,0.149,0.392,108.041,219.45,4
Tupperwave,Hotel Euphoria,36,0.587,0.649,5,-8.013,1,0.0379,0.0689,0.000135,0.772,0.578,120.259,68.034,4
Broken Bells,The High Road,65,0.61,0.638,,-6.574,1,0.0238,0.0672,0.00000659,0.283,0.603,79.955,232.2,4
The OBGMs,Not Again,25,0.463,0.957,2,-4.55,1,0.0491,0.000469,0.00193,0.368,0.663,95.048,140.691,4
iogi,oh yes,34,0.654,0.843,1,-7.264,0,0.0286,0.0392,0.0457,0.17,0.97,145.026,240.661,4
Ailbhe Reddy,Personal History (Live at Windmill Lane),12,0.678,0.368,5,-6.722,1,0.0285,0.0658,0.000287,0.101,0.12,94.117,318.064,4
Jessarae,Follow Me,30,0.371,0.978,7,-2.975,1,0.119,0.134,0.00061,0.122,0.258,83.407,234.812,4
On The Road Again,The Brother Brothers,58,0.619,0.454,,-11.243,0,0.0301,0.718,0.0162,0.0774,0.695,104.329,0.002899483333,4
Lil Wayne,A Milli,64,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,221.84,4
Porter Robinson,Unfold,65,0.177,0.531,10,-6.814,1,0.0387,0.0201,0.0000499,0.0996,0.097,84.289,285.822,5
Royal Blood,I Only Lie When I Love You,60,0.65,0.886,11,-4.821,1,0.0483,0.00111,0.000129,0.334,0.88,124.013,169.72,4
The Cold Stares,The Great Unknown,41,0.443,0.888,1,-3.333,1,0.0714,0.00071,0.00000491,0.303,0.637,162.067,181.44,4
gabriel black,king of the nosebleeds,57,0.549,0.502,10,-6.781,1,0.0308,0.339,,0.122,0.371,157.041,162.997,4
Orla Gartland,More Like You,58,0.883,0.431,2,-10.128,1,0.0434,0.591,0.00039,0.104,0.768,127.949,219.72,4
IAN SWEET,Sword,41,0.641,0.601,7,-5.186,1,0.0283,0.294,0.000114,0.184,0.568,100.011,182.907,4
Realize,Alone Against Flames,25,0.533,0.841,11,-7.007,0,0.0586,0.0000109,0.894,0.5,0.149,124.962,202.973,4
Tracy Chapman,Fast Car - Live,3,0.434,0.42,9,-11.062,1,0.0297,0.468,,0.958,0.353,89.195,0.005775783333,4
Korn,Can You Hear Me - Acoustic,43,0.648,0.676,2,-6.887,1,0.0343,0.22,0.00577,0.0673,0.437,119.969,174.125,4
Rival Consoles,Sudden Awareness of Now,32,0.576,0.565,8,-13.636,0,0.0397,0.624,0.838,0.111,0.334,141.019,435.319,4
Joesef,Comedown,55,0.451,0.268,9,-9.832,1,0.0294,0.831,0.0000662,0.083,0.206,89.513,260.533,4
Conquer Divide,Chemicals,50,0.383,0.945,8,-3.74,0,0.0866,0.00175,0.0000802,0.381,0.402,150.102,230,4
Rob Markman,The Dakota,28,0.488,0.706,7,-8.216,0,0.217,0.698,,0.256,0.532,163.544,211.774,4
White Void,The Shovel and the Cross,29,0.393,0.85,9,-11.458,0,0.0545,0.000473,0.282,0.339,0.344,130.082,336.413,4
Queens of the Stone Age,The Way You Used to Do,65,0.482,0.843,,-5.909,1,0.288,0.0103,0.103,0.362,0.433,97.907,274.282,4
Greyhounds,It's So Good To Be Alive,16,0.527,0.684,6,-6.555,1,0.0598,0.291,0.000596,0.0729,0.825,99.866,211.205,4
Bobby Watson,Keepin' It Real,33,0.481,0.678,,-8.01,1,0.0329,0.21,0.00957,0.0869,0.722,131.755,0.007138883333,4
Gabrielle Graves,Advice,25,0.248,0.85,2,-8.998,1,0.038,0.00000597,0.0519,0.315,0.449,130.038,258.325,4
Ronan Keating,If Tomorrow Never Comes - Live,30,0.379,0.606,10,-5.073,1,0.0357,0.551,,0.432,0.37,79.125,0.005322216667,4
Boston,Amanda,,0.456,0.498,7,-11.014,1,0.0305,0.283,0.00000139,0.168,0.304,124.803,256.96,4
